@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute red numeric
@attribute green numeric
@attribute blue numeric
@attribute sound numeric
@attribute outputs-1 {0,1,2}

@data
7611,'2016/05/04 03:49:56:900',7,45.456203,41.629044,29.829161,0,1
7612,'2016/05/04 03:49:56:900',7,45.456203,41.629044,29.829161,0,1
7613,'2016/05/04 03:49:56:900',7,45.456203,41.629044,29.829161,0,1
7614,'2016/05/04 03:49:56:940',7,45.456203,41.629044,29.829161,0,1
7615,'2016/05/04 03:49:56:941',7,45.456203,41.629044,29.829161,0,1
7616,'2016/05/04 03:49:56:941',7,45.456203,41.629044,29.829161,0,1
7617,'2016/05/04 03:49:56:959',7,45.456203,41.629044,29.829161,0,1
7618,'2016/05/04 03:49:56:960',7,45.456203,41.629044,29.829161,0,1
7619,'2016/05/04 03:49:56:980',7,45.456203,41.629044,29.829161,0,1
7620,'2016/05/04 03:49:56:980',7,45.456203,41.629044,29.829161,0,1
7621,'2016/05/04 03:49:56:980',7,45.456203,41.629044,29.829161,0,1
7622,'2016/05/04 03:49:57:020',7,45.456203,41.629044,29.829161,0,1
7623,'2016/05/04 03:49:57:020',7,45.456203,41.629044,29.829161,0,1
7624,'2016/05/04 03:49:57:020',7,45.456203,41.629044,29.829161,0,1
7625,'2016/05/04 03:49:57:060',7,45.456203,41.629044,29.829161,0,1
7626,'2016/05/04 03:49:57:060',7,45.456203,41.629044,29.829161,0,1
7627,'2016/05/04 03:49:57:061',7,45.456203,41.629044,29.829161,0,1
7628,'2016/05/04 03:49:57:061',7,45.456203,41.629044,29.829161,0,1
7629,'2016/05/04 03:49:57:061',7,45.456203,41.629044,29.829161,0,1
7630,'2016/05/04 03:49:57:100',7,45.456203,41.629044,29.829161,0,1
7631,'2016/05/04 03:49:57:100',7,45.456203,41.629044,29.829161,0,1
7632,'2016/05/04 03:49:57:100',7,45.456203,41.629044,29.829161,0,1
7633,'2016/05/04 03:49:57:140',7,45.456203,41.629044,29.829161,0,1
7634,'2016/05/04 03:49:57:140',7,45.456203,41.629044,29.829161,0,1
7635,'2016/05/04 03:49:57:140',7,45.456203,41.629044,29.829161,0,1
7636,'2016/05/04 03:49:57:159',7,45.456203,41.629044,29.829161,0,1
7637,'2016/05/04 03:49:57:160',7,45.456203,41.629044,29.829161,0,1
7638,'2016/05/04 03:49:57:180',7,45.456203,41.629044,29.829161,0,1
7639,'2016/05/04 03:49:57:180',7,45.456203,41.629044,29.829161,0,1
7640,'2016/05/04 03:49:57:180',7,45.456203,41.629044,29.829161,0,1
7641,'2016/05/04 03:49:57:220',7,45.456203,41.629044,29.829161,0,1
7642,'2016/05/04 03:49:57:220',7,45.456203,41.629044,29.829161,0,1
7643,'2016/05/04 03:49:57:220',7,45.456203,41.629044,29.829161,0,1
7644,'2016/05/04 03:49:57:260',7,45.456203,41.629044,29.829161,0,1
7645,'2016/05/04 03:49:57:260',7,45.456203,41.629044,29.829161,0,1
7646,'2016/05/04 03:49:57:260',7,45.456203,41.629044,29.829161,0,1
7647,'2016/05/04 03:49:57:260',7,45.456203,41.629044,29.829161,0,1
7648,'2016/05/04 03:49:57:261',7,45.456203,41.629044,29.829161,0,1
7649,'2016/05/04 03:49:57:300',7,45.456203,41.629044,29.829161,0,1
7650,'2016/05/04 03:49:57:300',7,45.456203,41.629044,29.829161,0,1
7651,'2016/05/04 03:49:57:300',7,45.456203,41.629044,29.829161,0,1
7652,'2016/05/04 03:49:57:340',7,45.456203,41.629044,29.829161,0,1
7653,'2016/05/04 03:49:57:340',7,45.456203,41.629044,29.829161,0,1
7654,'2016/05/04 03:49:57:340',7,45.456203,41.629044,29.829161,0,1
7655,'2016/05/04 03:49:57:360',7,45.456203,41.629044,29.829161,0,1
7656,'2016/05/04 03:49:57:360',7,45.456203,41.629044,29.829161,0,1
7657,'2016/05/04 03:49:57:380',7,45.456203,41.629044,29.829161,0,1
7658,'2016/05/04 03:49:57:381',7,45.456203,41.629044,29.829161,0,1
7659,'2016/05/04 03:49:57:381',7,45.456203,41.629044,29.829161,0,1
7660,'2016/05/04 03:49:57:421',7,45.456203,41.629044,29.829161,0,1
7661,'2016/05/04 03:49:57:422',7,45.456203,41.629044,29.829161,0,1
7662,'2016/05/04 03:49:57:422',7,45.456203,41.629044,29.829161,0,1
7663,'2016/05/04 03:49:57:460',7,45.456203,41.629044,29.829161,0,1
7664,'2016/05/04 03:49:57:460',7,45.456203,41.629044,29.829161,0,1
7665,'2016/05/04 03:49:57:466',7,45.456203,41.629044,29.829161,0,1
7666,'2016/05/04 03:49:57:466',7,45.456203,41.629044,29.829161,0,1
7667,'2016/05/04 03:49:57:466',7,45.456203,41.629044,29.829161,0,1
7668,'2016/05/04 03:49:57:500',7,45.456203,41.629044,29.829161,0,1
7669,'2016/05/04 03:49:57:500',7,45.456203,41.629044,29.829161,0,1
7670,'2016/05/04 03:49:57:500',7,45.456203,41.629044,29.829161,0,1
7671,'2016/05/04 03:49:57:560',7,45.456203,41.629044,29.829161,0,1
7672,'2016/05/04 03:49:57:560',7,45.456203,41.629044,29.829161,0,1
7673,'2016/05/04 03:49:57:576',7,45.456203,41.629044,29.829161,0,1
7674,'2016/05/04 03:49:57:576',7,45.456203,41.629044,29.829161,0,1
7675,'2016/05/04 03:49:57:576',7,45.456203,41.629044,29.829161,0,1
7676,'2016/05/04 03:49:57:634',7,45.456203,41.629044,29.829161,0,1
7677,'2016/05/04 03:49:57:634',7,45.456203,41.629044,29.829161,0,1
7678,'2016/05/04 03:49:57:635',7,45.456203,41.629044,29.829161,0,1
7679,'2016/05/04 03:49:57:660',7,45.456203,41.629044,29.829161,0,1
7680,'2016/05/04 03:49:57:660',7,45.456203,41.629044,29.829161,0,1
7681,'2016/05/04 03:49:57:660',7,45.456203,41.629044,29.829161,0,1
7682,'2016/05/04 03:49:57:661',7,45.456203,41.629044,29.829161,0,1
7683,'2016/05/04 03:49:57:661',7,45.456203,41.629044,29.829161,0,1
7684,'2016/05/04 03:49:57:700',7,45.456203,41.629044,29.829161,0,1
7685,'2016/05/04 03:49:57:701',7,45.456203,41.629044,29.829161,0,1
7686,'2016/05/04 03:49:57:701',7,45.456203,41.629044,29.829161,0,1
7687,'2016/05/04 03:49:57:740',7,45.456203,41.629044,29.829161,0,1
7688,'2016/05/04 03:49:57:741',7,45.456203,41.629044,29.829161,0,1
7689,'2016/05/04 03:49:57:741',7,45.456203,41.629044,29.829161,0,1
7690,'2016/05/04 03:49:57:760',7,45.456203,41.629044,29.829161,0,1
7691,'2016/05/04 03:49:57:760',7,45.456203,41.629044,29.829161,0,1
7692,'2016/05/04 03:49:57:780',7,45.456203,41.629044,29.829161,0,1
7693,'2016/05/04 03:49:57:781',7,45.456203,41.629044,29.829161,0,1
7694,'2016/05/04 03:49:57:781',7,45.456203,41.629044,29.829161,0,1
7695,'2016/05/04 03:49:57:820',7,45.456203,41.629044,29.829161,0,1
7696,'2016/05/04 03:49:57:820',7,45.456203,41.629044,29.829161,0,1
7697,'2016/05/04 03:49:57:820',7,45.456203,41.629044,29.829161,0,1
7698,'2016/05/04 03:49:57:860',7,45.456203,41.629044,29.829161,0,1
7699,'2016/05/04 03:49:57:860',7,45.456203,41.629044,29.829161,0,1
7700,'2016/05/04 03:49:57:861',7,45.456203,41.629044,29.829161,0,1
7701,'2016/05/04 03:49:57:861',7,45.456203,41.629044,29.829161,0,1
7702,'2016/05/04 03:49:57:862',7,45.456203,41.629044,29.829161,0,1
7703,'2016/05/04 03:49:57:900',7,45.456203,41.629044,29.829161,0,1
7704,'2016/05/04 03:49:57:900',7,45.456203,41.629044,29.829161,0,1
7705,'2016/05/04 03:49:57:901',7,45.456203,41.629044,29.829161,0,1
7706,'2016/05/04 03:49:57:940',7,45.456203,41.629044,29.829161,0,1
7707,'2016/05/04 03:49:57:941',7,45.456203,41.629044,29.829161,0,1
7708,'2016/05/04 03:49:57:941',7,45.456203,41.629044,29.829161,0,1
7709,'2016/05/04 03:49:57:960',7,45.456203,41.629044,29.829161,0,1
7710,'2016/05/04 03:49:57:960',7,45.456203,41.629044,29.829161,0,1
7711,'2016/05/04 03:49:57:980',7,45.456203,41.629044,29.829161,0,1
7712,'2016/05/04 03:49:57:980',7,45.456203,41.629044,29.829161,0,1
7713,'2016/05/04 03:49:57:980',7,45.456203,41.629044,29.829161,0,1
7714,'2016/05/04 03:49:58:020',7,45.456203,41.629044,29.829161,0,1
7715,'2016/05/04 03:49:58:020',7,45.456203,41.629044,29.829161,0,1
7716,'2016/05/04 03:49:58:020',7,45.456203,41.629044,29.829161,0,1
7717,'2016/05/04 03:49:58:060',7,45.456203,41.629044,29.829161,0,1
7718,'2016/05/04 03:49:58:060',7,45.456203,41.629044,29.829161,0,1
7719,'2016/05/04 03:49:58:061',7,45.456203,41.629044,29.829161,0,1
7720,'2016/05/04 03:49:58:062',7,45.456203,41.629044,29.829161,0,1
7721,'2016/05/04 03:49:58:062',7,45.456203,41.629044,29.829161,0,1
7722,'2016/05/04 03:49:58:100',7,45.456203,41.629044,29.829161,0,1
7723,'2016/05/04 03:49:58:100',7,45.456203,41.629044,29.829161,0,1
7724,'2016/05/04 03:49:58:101',7,45.456203,41.629044,29.829161,0,1
7725,'2016/05/04 03:49:58:141',7,45.456203,41.629044,29.829161,0,1
7726,'2016/05/04 03:49:58:141',7,45.456203,41.629044,29.829161,0,1
7727,'2016/05/04 03:49:58:141',7,45.456203,41.629044,29.829161,0,1
7728,'2016/05/04 03:49:58:160',7,45.456203,41.629044,29.829161,0,1
7729,'2016/05/04 03:49:58:160',7,45.456203,41.629044,29.829161,0,1
7730,'2016/05/04 03:49:58:180',7,45.456203,41.629044,29.829161,0,1
7731,'2016/05/04 03:49:58:180',7,45.456203,41.629044,29.829161,0,1
7732,'2016/05/04 03:49:58:180',7,45.456203,41.629044,29.829161,0,1
7733,'2016/05/04 03:49:58:220',7,45.456203,41.629044,29.829161,0,1
7734,'2016/05/04 03:49:58:220',7,45.456203,41.629044,29.829161,0,1
7735,'2016/05/04 03:49:58:220',7,45.456203,41.629044,29.829161,0,1
7736,'2016/05/04 03:49:58:260',7,45.456203,41.629044,29.829161,0,1
7737,'2016/05/04 03:49:58:260',7,45.456203,41.629044,29.829161,0,1
7738,'2016/05/04 03:49:58:261',7,45.456203,41.629044,29.829161,0,1
7739,'2016/05/04 03:49:58:262',7,45.456203,41.629044,29.829161,0,1
7740,'2016/05/04 03:49:58:262',7,45.456203,41.629044,29.829161,0,1
7741,'2016/05/04 03:49:58:300',7,45.456203,41.629044,29.829161,0,1
7742,'2016/05/04 03:49:58:300',7,45.456203,41.629044,29.829161,0,1
7743,'2016/05/04 03:49:58:300',7,45.456203,41.629044,29.829161,0,1
7744,'2016/05/04 03:49:58:340',7,45.456203,41.629044,29.829161,0,1
7745,'2016/05/04 03:49:58:340',7,45.456203,41.629044,29.829161,0,1
7746,'2016/05/04 03:49:58:340',7,45.456203,41.629044,29.829161,0,1
7747,'2016/05/04 03:49:58:360',7,45.456203,41.629044,29.829161,0,1
7748,'2016/05/04 03:49:58:360',7,45.456203,41.629044,29.829161,0,1
7749,'2016/05/04 03:49:58:380',7,45.456203,41.629044,29.829161,0,1
7750,'2016/05/04 03:49:58:380',7,45.456203,41.629044,29.829161,0,1
7751,'2016/05/04 03:49:58:380',7,45.456203,41.629044,29.829161,0,1
7752,'2016/05/04 03:49:58:420',7,45.456203,41.629044,29.829161,0,1
7753,'2016/05/04 03:49:58:420',7,45.456203,41.629044,29.829161,0,1
7754,'2016/05/04 03:49:58:421',7,45.456203,41.629044,29.829161,0,1
7755,'2016/05/04 03:49:58:460',7,45.456203,41.629044,29.829161,0,1
7756,'2016/05/04 03:49:58:460',7,45.456203,41.629044,29.829161,0,1
7757,'2016/05/04 03:49:58:461',7,45.456203,41.629044,29.829161,0,1
7758,'2016/05/04 03:49:58:461',7,45.456203,41.629044,29.829161,0,1
7759,'2016/05/04 03:49:58:461',7,45.456203,41.629044,29.829161,0,1
7760,'2016/05/04 03:49:58:500',7,45.456203,41.629044,29.829161,0,1
7761,'2016/05/04 03:49:58:501',7,45.456203,41.629044,29.829161,0,1
7762,'2016/05/04 03:49:58:501',7,45.456203,41.629044,29.829161,0,1
7763,'2016/05/04 03:49:58:540',7,45.456203,41.629044,29.829161,0,1
7764,'2016/05/04 03:49:58:541',7,45.456203,41.629044,29.829161,0,1
7765,'2016/05/04 03:49:58:541',7,45.456203,41.629044,29.829161,0,1
7766,'2016/05/04 03:49:58:560',7,45.456203,41.629044,29.829161,0,1
7767,'2016/05/04 03:49:58:560',7,45.456203,41.629044,29.829161,0,1
7768,'2016/05/04 03:49:58:580',7,45.456203,41.629044,29.829161,0,1
7769,'2016/05/04 03:49:58:580',7,45.456203,41.629044,29.829161,0,1
7770,'2016/05/04 03:49:58:580',7,45.456203,41.629044,29.829161,0,1
7771,'2016/05/04 03:49:58:621',7,45.456203,41.629044,29.829161,0,1
7772,'2016/05/04 03:49:58:621',7,45.456203,41.629044,29.829161,0,1
7773,'2016/05/04 03:49:58:621',7,45.456203,41.629044,29.829161,0,1
7774,'2016/05/04 03:49:58:660',7,45.456203,41.629044,29.829161,0,1
7775,'2016/05/04 03:49:58:660',7,45.456203,41.629044,29.829161,0,1
7776,'2016/05/04 03:49:58:661',7,45.456203,41.629044,29.829161,0,1
7777,'2016/05/04 03:49:58:661',7,45.456203,41.629044,29.829161,0,1
7778,'2016/05/04 03:49:58:661',7,45.456203,41.629044,29.829161,0,1
7779,'2016/05/04 03:49:58:700',7,45.456203,41.629044,29.829161,0,1
7780,'2016/05/04 03:49:58:700',7,45.456203,41.629044,29.829161,0,1
7781,'2016/05/04 03:49:58:700',7,45.456203,41.629044,29.829161,0,1
7782,'2016/05/04 03:49:58:740',7,45.456203,41.629044,29.829161,0,1
7783,'2016/05/04 03:49:58:740',7,45.456203,41.629044,29.829161,0,1
7784,'2016/05/04 03:49:58:740',7,45.456203,41.629044,29.829161,0,1
7785,'2016/05/04 03:49:58:760',7,45.456203,41.629044,29.829161,0,1
7786,'2016/05/04 03:49:58:760',7,45.456203,41.629044,29.829161,0,1
7787,'2016/05/04 03:49:58:780',7,45.456203,41.629044,29.829161,0,1
7788,'2016/05/04 03:49:58:780',7,45.456203,41.629044,29.829161,0,1
7789,'2016/05/04 03:49:58:780',7,45.456203,41.629044,29.829161,0,1
7790,'2016/05/04 03:49:58:820',7,45.456203,41.629044,29.829161,0,1
7791,'2016/05/04 03:49:58:820',7,45.456203,41.629044,29.829161,0,1
7792,'2016/05/04 03:49:58:820',7,45.456203,41.629044,29.829161,0,1
7793,'2016/05/04 03:49:58:860',7,45.456203,41.629044,29.829161,0,1
7794,'2016/05/04 03:49:58:860',7,45.456203,41.629044,29.829161,0,1
7795,'2016/05/04 03:49:58:860',7,45.456203,41.629044,29.829161,0,1
7796,'2016/05/04 03:49:58:861',7,45.456203,41.629044,29.829161,0,1
7797,'2016/05/04 03:49:58:861',7,45.456203,41.629044,29.829161,0,1
7798,'2016/05/04 03:49:58:900',7,45.456203,41.629044,29.829161,0,1
7799,'2016/05/04 03:49:58:900',7,45.456203,41.629044,29.829161,0,1
7800,'2016/05/04 03:49:58:900',7,45.456203,41.629044,29.829161,0,1
7801,'2016/05/04 03:49:58:941',7,45.456203,41.629044,29.829161,0,1
7802,'2016/05/04 03:49:58:941',7,45.456203,41.629044,29.829161,0,1
7803,'2016/05/04 03:49:58:941',7,45.456203,41.629044,29.829161,0,1
7804,'2016/05/04 03:49:58:960',7,45.456203,41.629044,29.829161,0,1
7805,'2016/05/04 03:49:58:960',7,45.456203,41.629044,29.829161,0,1
7806,'2016/05/04 03:49:58:980',7,45.456203,41.629044,29.829161,0,1
7807,'2016/05/04 03:49:58:980',7,45.456203,41.629044,29.829161,0,1
7808,'2016/05/04 03:49:58:980',7,45.456203,41.629044,29.829161,0,1
7809,'2016/05/04 03:49:59:020',7,45.456203,41.629044,29.829161,0,1
7810,'2016/05/04 03:49:59:020',7,45.456203,41.629044,29.829161,0,1
7811,'2016/05/04 03:49:59:020',7,45.456203,41.629044,29.829161,0,1
7812,'2016/05/04 03:49:59:060',7,45.456203,41.629044,29.829161,0,1
7813,'2016/05/04 03:49:59:060',7,45.456203,41.629044,29.829161,0,1
7814,'2016/05/04 03:49:59:060',7,45.456203,41.629044,29.829161,0,1
7815,'2016/05/04 03:49:59:060',7,45.456203,41.629044,29.829161,0,1
7816,'2016/05/04 03:49:59:061',7,45.456203,41.629044,29.829161,0,1
7817,'2016/05/04 03:49:59:100',7,45.456203,41.629044,29.829161,0,1
7818,'2016/05/04 03:49:59:100',7,45.456203,41.629044,29.829161,0,1
7819,'2016/05/04 03:49:59:100',7,45.456203,41.629044,29.829161,0,1
7820,'2016/05/04 03:49:59:141',7,45.456203,41.629044,29.829161,0,1
7821,'2016/05/04 03:49:59:141',7,45.456203,41.629044,29.829161,0,1
7822,'2016/05/04 03:49:59:141',7,45.456203,41.629044,29.829161,0,1
7823,'2016/05/04 03:49:59:160',7,45.456203,41.629044,29.829161,0,1
7824,'2016/05/04 03:49:59:160',7,45.456203,41.629044,29.829161,0,1
7825,'2016/05/04 03:49:59:180',7,45.456203,41.629044,29.829161,0,1
7826,'2016/05/04 03:49:59:180',7,45.456203,41.629044,29.829161,0,1
7827,'2016/05/04 03:49:59:180',7,45.456203,41.629044,29.829161,0,1
7828,'2016/05/04 03:49:59:213',7,45.456203,41.629044,29.829161,0,1
7829,'2016/05/04 03:49:59:213',7,45.456203,41.629044,29.829161,0,1
7830,'2016/05/04 03:49:59:213',7,45.456203,41.629044,29.829161,0,1
7831,'2016/05/04 03:49:59:249',7,45.456203,41.629044,29.829161,0,1
7832,'2016/05/04 03:49:59:250',7,45.456203,41.629044,29.829161,0,1
7833,'2016/05/04 03:49:59:250',7,45.456203,41.629044,29.829161,0,1
7834,'2016/05/04 03:49:59:262',7,45.456203,41.629044,29.829161,0,1
7835,'2016/05/04 03:49:59:262',7,45.456203,41.629044,29.829161,0,1
7836,'2016/05/04 03:49:59:267',7,45.456203,41.629044,29.820766,0,1
7837,'2016/05/04 03:49:59:267',7,45.456203,41.631207,29.820766,0,1
7838,'2016/05/04 03:49:59:267',7,45.458088,41.631207,29.820766,0,1
7839,'2016/05/04 03:49:59:303',7,45.458088,41.631207,29.820766,0,1
7840,'2016/05/04 03:49:59:303',7,45.458088,41.631207,29.820766,0,1
7841,'2016/05/04 03:49:59:303',7,45.458088,41.631207,29.820766,0,1
7842,'2016/05/04 03:49:59:313',7,45.458088,41.631207,29.820766,0,1
7843,'2016/05/04 03:49:59:313',7,45.458088,41.631207,29.820766,0,1
7844,'2016/05/04 03:49:59:313',7,45.458088,41.631207,29.820766,0,1
7845,'2016/05/04 03:49:59:342',7,45.458088,41.631207,29.903242,0,1
7846,'2016/05/04 03:49:59:343',7,45.458088,41.750938,29.903242,0,1
7847,'2016/05/04 03:49:59:343',7,45.541656,41.750938,29.903242,0,1
7848,'2016/05/04 03:49:59:360',7,45.541656,41.750938,29.903242,0,1
7849,'2016/05/04 03:49:59:360',7,45.541656,41.750938,29.903242,0,1
7850,'2016/05/04 03:49:59:380',7,45.541656,41.750938,29.903242,0,1
7851,'2016/05/04 03:49:59:380',7,45.541656,41.750938,29.903242,0,1
7852,'2016/05/04 03:49:59:380',7,45.541656,41.750938,29.903242,0,1
7853,'2016/05/04 03:49:59:413',7,45.541656,41.750938,29.903242,0,1
7854,'2016/05/04 03:49:59:413',7,45.541656,41.750938,29.903242,0,1
7855,'2016/05/04 03:49:59:413',7,45.541656,41.750938,29.903242,0,1
7856,'2016/05/04 03:49:59:426',7,45.541656,41.750938,29.903242,0,1
7857,'2016/05/04 03:49:59:426',7,45.541656,41.750938,29.903242,0,1
7858,'2016/05/04 03:49:59:426',7,45.541656,41.750938,29.903242,0,1
7859,'2016/05/04 03:49:59:460',7,45.541656,41.750938,29.903242,0,1
7860,'2016/05/04 03:49:59:460',7,45.541656,41.750938,29.903242,0,1
7861,'2016/05/04 03:49:59:462',7,45.541656,41.750938,29.906073,0,1
7862,'2016/05/04 03:49:59:462',7,45.541656,41.779236,29.906073,0,1
7863,'2016/05/04 03:49:59:462',7,45.585888,41.779236,29.906073,0,1
